Month,Year,Review,Rating,Platform
April,2017,"Wonderful staff, really extensive selection. What a treat! Anything Italian you want or need plus so much more. Poultry and meats.. terrific and really good prices.",5,TripAdvisor
April,2017,"Those in Doylestown might complain about not having a Trader Joe's, Whole Foods or Wegmans in township limits, but with specialty markets like Altemonte's, we may not need them! Delicious prepared foods including tomato pies, sandwiches, etc that are perfect for lunch. Their freezer section is stacked with amazing stuff for catering events- think ravioli, lasagnas, parmagians. Their various to go calzones are easy to heat up at home and are amazing. One star deduction for being a shade expensive and for a cheese section that I think could be more specialized and aided by the presence of a monger. Otherwise, the place is perfect.",4,TripAdvisor
April,2017,"I love the new market, well laid out with fresh and hard to find Italian foods.
Prepared foods, hot dishes as well as deli products.
Cafe where you can enjoy your food. Bakery is lovely, breads and cakes as well as traditional pastries .
You must stop in to experience the new market .",5,TripAdvisor
March,2017,The food and service are great. The place is always clean. atmosphere is pleasant. A very large selection of food is offered.,5,TripAdvisor
March,2017,"Good shopping stop for pastas, sauces, cheeses, etc.. Lots of prepared Italian foods to go. A little pricey.",4,TripAdvisor
April,2017,"Moving to PA from a town in New Jersey was no easy task, especially coming from a town that predominately has Italian American residents. Every visit from my family would result in this question? Where is the Good Italian stores? Altomonte's is my answer. Great place! Great food! Check it out!!! You can get everything here! Catering is awesome as well.",5,TripAdvisor
April,2017,"It's an Italian Market, but now has seating where you can eat on premises. Authentic Italian food. Cafe style.",5,TripAdvisor
April,2017,"There is no better Italian Deli outside the Italian Market in Philly. It's hard to find a place to start. Meats and cheeses galore. Homemade sauces and sausage to die for. There is a hot bar, as well as a full deli. The prices are very good and the meats are better than the grocery stores. They have daily lunch specials. On Christmas and Easter you can order Italian specialties - the place is mobbed. They have a catering service also. I know I am going to miss something. This is one of my favorite places. They now have two locations. This is one place you do not want to pass up.",5,TripAdvisor
March,2017,"Always has a variety of meals to bring home or food stuffs to bring home and make. Everything is delicious. Desserts are great. Try it , you will like it.",5,TripAdvisor
February,2017,"We love Altomontes. They carry a lot of different items, but we typically go for the salads / calzones . My wife has had hot food on occasion and has not been disappointed. New location has room to sit and eat if you want.",5,TripAdvisor
March,2017,Although this is primarily a very good Italian Market the food and service are quite good! My favorites are the VERY crusty breads and the olive bar.,4,TripAdvisor
March,2017,"Bright clean very airy. Good staff. This store was located just up the road and the new store has a great layout a legitimate specialty bakery. a quality but limited butcher shop and of course Italian Deli. They have a lot of prepared dinners, home made soups and coffee. I'm rather spoiled when it comes to Italian food. I consider the prepared foods to be fair. Most people are not as demanding as I and as a result most folks will be happy with their purchases. All in all a nice store that has a lot of pluses; and everyone should check out when in the area. You can eat in or take out but this is primarily a take ou an Italian Deli grocery Bakery Butcher sandwich store.",4,TripAdvisor
December,2016,"Great selection of Italian dishes. Cold meats, cheeses, rolls, sausage, fresh ground pork, veal, beef mix...A large selection of cheeses, desserts. Everything Italian, they have or will guide you!",5,TripAdvisor
March,2017,Keenan Honda sits next door and while I wait for a repair or look around for a new car I always stop in for something to take home or a sandwich to eat there. There is a nice assortment of sandwiches such as a variety of grilled cheese or hoagies.. There are hot dishes too that you can eat there. They have a cheese counter and prepared foods that you can take home and eat later. There are lots of Italian specialties and everything needed to put together a wonderful Italian feast. The lunch counter is set up with a kiosk where you order your sandwich. Service is quick and accomodating. You can have condiments on the side and the sandwiches are big and herty. If you are car shopping or in the area stop by and see for yourself!,4,TripAdvisor
